credit_score,age,anciennete_ans,solde,nb_produits,carte_credit,membre_actif,salaire_annuel,pays,sexe,churn
708,20,0,101497.68970683233,4,1,1,55136.001600959324,France,H,0
391,31,11,68230.19156963559,4,0,1,69423.44253038161,France,H,0
379,34,19,58569.31502015507,4,1,1,51698.98732493077,France,F,0
582,64,17,86270.37774795103,3,1,0,52338.62122918683,France,F,1
659,28,11,104441.19268376872,1,0,0,26295.610430801415,France,H,1
789,25,3,12559.705269712009,3,1,1,67481.39028621068,France,F,0
606,22,4,69132.77851626294,2,1,1,54414.60677801687,France,F,0
596,43,5,106768.33582920054,4,0,1,58270.934163568134,France,H,0
305,45,6,12896.910413775739,3,1,1,36726.96823361437,Allemagne,H,0
802,68,17,47152.37844282186,1,1,1,15903.561650413605,France,H,1
682,58,9,41533.734494736884,4,0,0,48909.0121441353,Allemagne,F,0
425,20,9,86716.69419223636,4,0,1,48948.71235867937,France,H,0
813,50,6,7050.228020962182,2,1,0,38648.261209798125,France,H,1
439,41,19,30973.40495891537,2,0,0,45830.07227826702,Espagne,F,1
389,63,6,68123.64943102769,3,0,1,61382.76228103461,Allemagne,H,1
768,38,8,51107.89564068801,1,0,0,48960.49541432972,France,F,1
838,24,15,102985.03056580578,2,0,0,35530.254100155944,France,F,1
796,26,11,108395.5676417077,2,0,1,72452.12006199319,Allemagne,F,0
844,61,8,106317.5769503005,1,0,1,11096.22489628729,Espagne,F,1
498,28,16,49081.65898713929,1,1,0,77231.07247388917,France,F,1
316,23,16,99964.26373383438,3,1,1,53904.5713175788,Espagne,H,0
423,45,18,63962.083571932926,1,1,0,67427.09314348742,Espagne,H,1
415,18,10,10045.05551661276,4,1,1,58294.647670835446,France,H,0
571,48,14,85371.38237156779,3,1,1,63321.45368079314,France,F,0
816,39,6,92794.73663460577,1,0,1,30976.563333850772,France,F,0
489,57,15,80118.18325456737,3,1,0,55099.38369076555,Espagne,F,1
464,33,1,371.84633978405327,2,1,1,45148.12962073497,Allemagne,F,1
820,18,7,53089.87516608065,2,0,0,44159.14187019259,France,F,0
829,46,2,22518.367387201695,2,0,0,44245.65774084343,France,F,1
387,50,13,5755.598046304032,1,1,1,18518.03410154656,France,H,1
605,39,7,60578.62598386528,2,1,1,39696.87296324434,Allemagne,H,0
557,70,7,107232.24942392796,2,1,1,33717.63848591323,France,H,0
699,27,11,41893.23931858371,1,0,1,20512.846504556685,France,F,0
475,49,5,21412.247124450543,2,1,0,47043.038241825976,France,H,1
825,65,10,49622.102793006365,3,1,1,34441.60745837112,France,H,0
386,72,5,20325.217960284797,1,0,1,46328.30699032658,France,F,1
652,45,11,75890.649851694,2,1,1,87577.19633589743,Allemagne,F,0
597,52,17,86721.43922510651,2,1,1,68973.83693273748,France,F,0
809,39,1,52916.22904905065,4,1,1,56486.07369485374,Espagne,F,0
720,71,15,31356.388035855995,2,0,1,54644.84108394609,France,H,0
498,34,3,50435.549730570085,4,1,1,90156.68234300349,Allemagne,H,0
663,73,15,64701.77735035741,4,0,1,69986.52118177612,Espagne,H,0
580,19,16,31693.66654887168,1,0,0,95371.35932171947,Espagne,H,1
781,36,10,90240.35596077118,1,0,0,78977.72637164332,France,F,1
731,70,18,48964.491708065514,4,0,0,87228.3489808388,France,H,1
469,67,0,29148.75590122401,2,0,1,60394.863344892074,France,H,1
360,66,16,74229.49097939629,1,0,0,45796.9181593183,France,F,1
702,54,13,98043.49507825976,4,1,0,79883.1657514965,Espagne,H,1
657,63,7,69924.0153808464,2,1,1,52779.08605939495,Espagne,H,0
503,26,17,74033.03445228476,4,1,0,55426.2506221826,France,H,1
680,27,1,74077.1598993091,2,1,0,7542.8373752828265,Espagne,F,1
511,22,8,61997.93183208041,1,0,0,88875.26675974592,Espagne,F,1
634,39,9,72343.33301333997,4,0,0,52563.02555767863,Espagne,F,0
472,47,7,80690.86904776713,2,1,0,45833.35561177897,Espagne,H,1
452,36,9,29915.34485446598,1,1,0,72655.9549296478,France,F,1
606,22,18,42953.35674432032,4,0,1,49414.21489195588,Allemagne,H,0
546,68,14,61755.66579509726,3,1,0,68871.45089053096,Allemagne,H,1
828,43,13,47249.71217568327,2,1,1,35599.558337701674,Allemagne,H,0
576,21,18,43350.34945182428,2,1,0,94227.2759261808,France,H,1
661,43,0,70199.81067159005,1,1,1,74628.29538829702,Espagne,H,0
711,44,16,89213.37890832737,3,0,0,60018.51823165021,France,F,0
436,39,2,12711.7687604596,4,0,1,52614.59116844132,Allemagne,H,0
804,74,12,69537.62236371342,4,0,1,51733.2408709813,Espagne,F,0
574,38,13,101417.51481106089,1,1,1,41379.403993684995,Espagne,F,0
713,66,14,29021.143936904657,1,0,0,50810.55493060159,France,H,1
776,42,7,63245.61529422678,4,1,1,17487.597041064648,France,F,0
520,53,2,23239.711988834846,2,0,0,59499.94360970562,France,F,1
450,71,12,13548.179389962315,4,1,1,44882.43548810012,France,F,1
411,41,5,99473.60785961934,1,0,0,88909.07123219359,Espagne,H,1
658,25,8,4643.523584946379,4,1,1,9740.717073537911,France,H,0
405,27,0,114276.45262599993,4,0,0,83331.96748614548,Allemagne,F,1
768,71,3,48977.699828732395,1,1,0,19275.631379570426,France,H,1
494,56,16,102629.94236945602,3,1,0,95814.5951303517,Allemagne,F,1
417,45,13,90170.23850392434,4,1,0,56359.60040258202,Allemagne,F,1
438,37,12,35662.58732479297,4,1,0,68773.25421839439,Espagne,F,1
567,36,8,61670.21918522888,4,0,0,67324.0036121638,France,H,1
306,27,13,91516.68541649482,1,1,0,52174.15461253695,France,H,1
470,66,8,113646.34127048531,1,0,0,61317.8942905816,France,F,1
470,28,0,73991.65684895875,1,1,1,68502.88462673042,Espagne,H,1
540,34,8,64226.93084113023,2,1,0,33825.80547795416,Allemagne,H,0
447,72,9,70376.529546251,1,0,1,22767.193269502968,Espagne,F,1
771,48,17,40478.370869525475,2,0,0,80449.03423472776,France,F,1
368,21,10,79218.6672809198,3,1,0,69666.60971113596,Espagne,H,1
472,37,7,74131.42639545405,4,1,1,64289.88087421279,France,H,0
829,62,2,42158.16159521091,4,1,1,71775.18249869012,France,H,0
492,27,7,48189.59945220529,3,0,1,37209.55950496766,France,F,0
422,60,12,123101.46305038774,1,0,0,38975.642264870105,Espagne,H,1
618,19,10,65453.19786009149,2,0,1,71147.66648914941,Espagne,H,0
452,27,14,75870.86482896603,1,1,1,51907.9174205011,Espagne,F,1
835,50,7,5625.7769149264495,3,0,0,58236.73556768472,France,H,0
777,63,14,22320.97744901749,3,1,0,67511.1787215344,Allemagne,H,1
586,36,15,67221.51644666944,3,1,0,104620.48882541084,Espagne,F,0
813,23,18,14043.64953307894,1,0,1,36328.998262423425,France,F,0
314,21,6,36582.21239342227,1,0,1,44819.72214727826,Espagne,H,1
674,55,7,73943.26471080998,3,0,1,62808.74199404698,Espagne,H,0
435,73,19,60704.82857497172,4,1,1,68936.62541540345,France,F,1
721,59,7,81826.79294140104,2,0,0,27481.128953601707,France,F,1
819,67,12,54193.522873087626,4,0,0,66272.46453973993,Allemagne,H,1
452,33,2,79685.54342750552,2,0,1,53971.75915125002,France,F,0
534,52,15,33842.017528159784,1,0,1,23909.22382657502,Espagne,F,0
484,36,8,51349.796739847465,2,0,0,78543.20754777455,France,F,1
541,26,9,68020.33829547682,4,1,1,110724.64424581468,France,F,0
589,22,16,27523.7905520057,4,0,1,89125.3905534858,France,H,0
706,73,16,62673.3999537871,4,0,1,17806.75758819341,Espagne,H,0
835,68,2,21549.595213000684,2,0,0,49112.54200104718,Allemagne,F,1
535,68,8,81404.21243679251,3,1,1,59076.80877054309,Espagne,H,0
379,49,19,47122.39186196125,4,1,1,25238.825630571653,France,F,0
605,22,1,47121.792387268186,4,0,0,57515.394620345294,Espagne,F,1
660,64,6,34165.53757325132,4,1,0,32679.16134195856,France,F,1
320,53,10,65575.96341471496,4,1,0,56886.58904203948,Allemagne,H,1
319,73,8,116461.05607228972,4,1,0,39697.65269717673,Espagne,H,1
630,46,12,26531.002766943187,1,1,1,43635.921744595784,France,H,0
436,60,14,98892.65757040182,2,0,0,41662.43576898292,Espagne,H,1
503,28,0,60533.29684600469,2,1,0,46897.91189215159,Allemagne,H,1
524,45,13,79066.08093844763,1,0,1,61217.10430707587,France,H,0
483,57,15,11720.724970254,2,1,0,62187.71493367004,Allemagne,H,1
336,63,0,53319.574659179525,2,0,1,65512.42570079017,Allemagne,H,1
319,58,10,77111.0805840417,3,0,0,28518.863540277158,Espagne,H,1
423,60,14,83547.3769930347,2,1,1,75095.29081296906,France,H,0
414,21,8,84326.93801099074,4,0,1,64454.89088062887,France,H,0
790,28,10,37135.379982978055,3,0,0,52279.763820099215,France,H,0
402,22,9,63697.620054284846,3,0,1,83461.48947392117,France,F,0
344,68,11,30148.29472104339,4,1,1,49429.149009460256,Espagne,H,1
639,63,10,8016.12855110698,2,0,1,36038.06885979016,France,F,0
715,26,0,96051.47698118322,1,0,0,32007.863593975304,Espagne,H,1
551,27,5,2414.4423822751705,1,0,0,56020.57176322348,France,F,1
367,69,16,38831.66849438318,1,0,0,74116.45122556348,Allemagne,F,1
808,39,0,88300.14771237312,4,0,1,46225.103195174335,Espagne,F,0
849,66,5,98531.5376038307,3,1,0,11601.231261146946,France,H,1
449,22,8,102251.90542703302,1,0,1,50564.53186511619,France,H,1
538,26,7,79114.50169486093,3,1,0,46070.04395650334,Allemagne,F,1
480,68,1,67523.46113851298,1,0,0,70165.47579450393,France,H,1
369,22,14,67423.86648844898,3,0,1,63547.313233614754,Espagne,F,0
625,61,12,47869.56093369429,2,0,1,43234.099024145085,France,H,0
601,73,14,25724.568446367623,3,0,1,60087.06190340588,France,H,0
648,31,11,103868.29699595741,3,0,1,31621.082786172785,France,F,0
765,48,12,31930.02228248159,4,0,0,37358.203349107396,France,H,0
401,25,9,45146.47623715715,4,1,0,45137.025637129525,France,H,1
332,39,4,67608.84177432528,4,1,0,47438.59450799072,Allemagne,F,1
458,62,0,87220.40154017213,2,0,1,47793.780016164026,France,F,1
452,28,0,51659.65008158973,2,1,0,72625.21169523238,France,H,1
388,48,13,61974.856262258974,4,0,1,57018.69236588631,Espagne,F,0
484,52,18,60540.518357486,4,1,0,57153.986092467305,France,H,1
468,46,6,88355.63435019719,1,1,0,69992.6769386871,Allemagne,F,1
660,72,7,48362.46011332394,2,0,0,25156.66544680458,Allemagne,H,1
710,70,14,40264.0092203484,1,1,1,69953.11478858747,France,H,1
785,64,3,60494.68556853293,2,0,0,71017.1231475402,Espagne,F,1
341,39,13,27248.088137292692,4,0,1,82865.82581079322,France,H,0
540,59,17,91359.9711869331,3,0,1,49118.15296049377,France,F,0
590,19,10,43515.95506329127,2,0,1,100247.60911840059,Allemagne,H,0
482,53,5,76674.55243910835,2,1,1,86752.9981822587,France,H,0
577,21,7,42057.80310460171,2,1,1,45617.9686659994,France,H,0
767,20,4,20920.377974192037,2,0,0,80548.31643025091,France,H,1
738,50,1,83125.98654695445,3,0,1,77465.74772160676,France,H,0
754,23,1,61916.67221666365,1,0,1,40479.512665003764,France,H,1
396,61,14,88958.44101972728,2,0,1,72346.27211377212,France,F,1
751,51,0,49326.88577702855,2,1,1,80264.4710819305,Allemagne,F,0
426,29,9,51327.38428075198,1,0,0,74506.4891757243,Allemagne,H,1
511,67,14,86384.92528398626,4,0,0,55449.71512645496,France,H,1
429,72,9,24123.872004076577,4,1,0,91158.09777896828,France,F,1
661,29,16,60990.36554627051,1,1,0,71669.32411999573,Allemagne,F,1
445,59,11,76585.18653069116,3,0,0,49684.18992761492,Allemagne,H,1
533,66,8,40731.417334323705,1,0,0,21705.380007963147,France,F,1
629,26,13,105581.77818929302,4,0,1,59349.852152426865,France,F,0
655,59,11,56309.23654301283,2,0,0,57231.32105442619,Allemagne,F,0
845,64,7,86252.43709951981,2,0,0,58765.03271038887,Allemagne,H,1
516,68,7,92129.14369652736,1,0,0,69026.92923327853,Allemagne,F,1
791,69,0,10435.29798918229,2,0,0,63625.79141278014,France,H,1
392,57,13,85164.59312007648,3,0,0,35977.53345962144,Espagne,H,1
353,24,10,50891.21703568219,1,1,1,88820.29695080593,Allemagne,H,1
478,37,13,87147.74377913648,2,0,1,36043.18671177473,Espagne,H,0
587,24,18,73398.26108931654,1,0,0,56672.98300008764,France,F,1
531,23,11,58176.83715772627,2,1,1,58785.40187316652,France,F,0
343,42,10,59477.09624481417,2,1,1,48203.95948952173,France,H,0
501,52,7,56840.83411619301,1,1,0,71495.82056155027,France,F,1
753,64,13,36399.21075196097,3,0,0,48992.33247127188,France,F,1
316,52,8,20089.651112373525,2,1,1,92724.23912445194,France,H,0
605,49,0,108630.10179494476,3,1,1,67036.57730359328,Espagne,H,0
807,23,7,14174.225170030302,2,1,0,70339.42126724042,Espagne,H,0
431,47,11,52232.45427673528,4,0,1,40381.2630846368,Espagne,H,0
759,38,2,44849.28966777102,2,0,1,54927.11622408328,France,F,0
651,36,0,56235.841453954046,2,0,0,63519.32205209327,Espagne,F,1
470,43,8,37282.90912934662,2,1,0,56306.51577478545,France,H,1
658,18,13,28447.921329526343,2,0,0,41225.41090326745,France,F,1
764,59,4,125160.38408170121,4,1,1,27941.741777756764,Espagne,H,0
799,46,10,96600.29502177669,4,1,1,44017.58353409884,France,H,0
533,18,7,38502.07288927739,4,0,0,44693.1675171245,France,H,0
568,55,4,26548.895124966584,3,1,0,99457.68027017257,Espagne,F,0
749,57,11,108301.01369798949,4,1,0,45888.772689313206,Espagne,F,1
338,29,18,35168.75779016649,4,0,0,8918.283724482717,Espagne,H,1
487,34,9,77621.25054565142,2,0,0,62535.84506466455,France,F,1
375,39,1,65521.9910137391,3,0,1,65169.93748907224,Allemagne,F,0
846,22,3,47913.68631439273,2,1,1,52610.984065270364,Allemagne,H,0
782,60,15,111614.03913955216,4,0,0,31207.959739413618,Allemagne,H,1
578,73,4,34477.384279314574,3,1,0,39739.86991787511,France,F,1
516,24,18,84004.33724060605,1,0,1,30310.62028813216,France,H,0
380,43,14,100808.61265045336,4,1,1,54380.95055264654,France,F,0
632,29,13,59467.26340247689,4,0,0,73844.28910038146,Espagne,H,1
301,19,9,36202.34595403138,1,0,1,83370.01487631109,Espagne,F,1
352,71,0,42873.57713210855,4,0,0,35716.372660077,Espagne,F,1
583,45,4,64675.8162325963,4,1,0,35111.74183398698,France,H,1
318,20,3,81700.94213758888,3,1,1,50491.26917395387,Espagne,F,0
571,67,5,68599.87177010352,2,1,1,64603.621009688206,France,F,0
316,20,5,81737.3649624919,4,1,1,56325.925192906325,Allemagne,H,0
402,60,11,111313.19252616739,4,0,0,95646.92628255935,France,F,1
701,27,3,66569.02879393728,1,0,0,75232.24029678236,France,H,1
832,68,9,38246.52951627763,1,0,1,44368.372781642785,Espagne,H,1
372,42,9,6952.3822031391755,1,1,1,49236.20536993664,France,F,1
543,48,15,44814.49204933895,1,1,1,42264.99463500291,Allemagne,F,0
421,26,12,129813.47881621977,4,0,0,44077.45138764502,France,H,1
501,59,4,78227.85891960555,1,1,1,88548.4513044169,France,H,0
443,53,18,73969.03529915557,2,1,1,78958.12828748702,France,F,0
722,66,4,58543.74946154248,1,0,0,64421.84153230188,France,H,1
368,37,18,30506.923730628492,2,1,0,43673.6273169769,France,F,1
846,73,11,61807.71599984172,4,1,1,41370.440022736075,France,F,0
433,65,12,58569.010565856726,4,0,1,66952.87355720144,Allemagne,H,1
770,28,16,36369.62724386618,2,1,0,39355.01076492296,France,F,0
626,52,6,52072.63038645596,4,1,1,54953.45889384867,Allemagne,F,0
821,53,6,84997.13892774437,4,0,1,86805.05618685942,Allemagne,F,0
845,70,12,36768.300611008075,1,0,1,14348.364981907514,Allemagne,H,1
704,46,6,116358.27825456986,1,0,1,34523.05302206955,Allemagne,F,0
307,68,6,42078.61309712547,3,1,1,22252.552996885915,Allemagne,F,1
790,48,17,92334.85489121795,3,0,1,56182.26018353602,France,F,0
341,51,0,83839.00125116347,2,0,1,90256.85741251208,France,F,1
343,24,3,41959.42272341133,1,0,0,50025.17530559462,Espagne,H,1
368,59,4,88534.81791620734,2,1,0,40327.26796690521,France,H,1
519,66,6,83960.09899774697,2,1,0,37592.38590148772,Allemagne,F,1
809,21,0,27281.393896784768,3,0,0,31628.200401996797,Allemagne,F,1
598,54,11,42098.65797956574,2,1,1,64985.823490233655,France,F,0
387,73,10,47263.48620430439,4,0,0,74711.16452620595,France,F,1
653,62,14,31321.072462184202,1,1,0,75671.21930947555,France,H,1
445,45,2,90402.22670540039,2,1,1,31497.55675141654,Espagne,F,0
359,73,11,72965.336642213,1,1,1,50320.52756365113,France,F,1
373,40,10,63893.59111990499,4,0,0,58374.94643705011,Espagne,H,1
730,71,7,30948.37765738182,2,1,1,52951.0213894746,Allemagne,H,0
672,56,18,52628.208361966674,1,0,0,49387.204280807404,France,H,1
685,66,8,87950.94630093458,2,0,1,37531.585341484155,France,F,0
448,37,12,1471.53560648422,2,0,0,115466.96146824544,France,H,1
699,72,18,84660.92486762404,3,1,1,56412.04218842649,France,F,0
724,50,13,68479.55080228197,4,0,1,55306.323096974615,Espagne,H,0
329,18,8,77634.29030461851,4,0,1,43448.46170660847,France,F,0
822,22,6,88980.69019375085,3,1,1,72963.16025496306,Espagne,H,0
838,26,5,59595.45303534872,2,0,0,62280.730167259506,France,F,1
363,22,16,107283.5189683782,2,1,0,51831.560776846265,Allemagne,F,1
516,73,4,73890.34825030633,3,1,0,42145.048681261724,France,H,1
833,19,12,18670.34043341932,3,1,1,62503.46380829436,Espagne,F,0
536,29,19,47251.217137239975,2,0,1,57826.06941729741,France,H,0
630,29,2,114366.52914925464,3,1,0,20292.713032957363,France,F,0
484,22,15,60700.7077330957,3,1,0,54990.314776261774,Allemagne,H,1
793,46,11,54610.08474293172,4,0,0,54485.127379705125,Allemagne,H,1
527,37,4,51804.77141400716,4,1,1,53305.73009001861,Espagne,H,0
638,49,7,38531.49303913048,4,0,0,27893.836493485196,Allemagne,H,1
630,59,15,71163.69763742112,2,0,1,32218.76799403422,Allemagne,F,0
398,30,13,25638.30972422951,4,0,1,37784.149227917165,France,H,0
448,38,15,47216.039702636335,2,0,0,52311.90801875776,France,F,1
724,30,7,71096.71187913946,4,1,1,37616.79437249691,Espagne,H,0
630,70,0,16348.890674739523,4,0,1,42915.73997110069,France,H,1
329,46,16,31871.86076674186,1,1,1,34833.05945665559,Allemagne,F,1
741,58,11,64499.10875080085,2,1,1,54192.46111890269,France,F,0
494,42,7,39668.99903421461,1,0,0,69232.72064551637,Allemagne,F,1
582,35,3,77042.51640077699,3,1,0,66974.73244674565,Espagne,F,1
467,64,16,21241.388109066735,3,0,0,65172.906133974444,France,H,1
369,30,6,37695.218857347136,3,1,0,63321.32704950043,Espagne,H,1
449,29,8,76569.56112294579,2,0,0,37491.83782290813,France,H,1
498,44,18,86213.3264166126,3,1,1,64218.85957330292,Espagne,H,0
818,30,12,32358.728617139193,4,1,1,46079.67397739827,France,F,0
632,45,3,91041.33388669918,3,1,0,36863.28687872662,France,H,0
347,62,13,43661.35293118107,1,0,1,55237.32442872151,Allemagne,F,1
591,52,11,96620.58358190418,3,1,0,38421.495473995165,France,F,0
818,61,4,57866.32307840494,1,0,1,62562.4503735092,Espagne,H,1
623,52,11,65559.53739052717,3,0,1,41843.39472819523,France,F,0
828,47,18,45168.65460556099,3,1,1,58993.90239465196,France,H,0
317,74,10,28780.375188545175,1,0,0,47957.59861506309,France,H,1
634,40,11,86648.59780476338,1,1,0,57484.0484845309,Espagne,F,1
698,52,5,63067.14671233196,4,0,1,24429.01579096627,France,H,0
504,51,18,61448.754328879135,1,0,0,77489.56825725533,Espagne,F,1
723,40,1,6114.923399251944,1,1,0,42552.65635012115,Allemagne,F,1
302,71,4,81251.73901478262,2,0,0,63283.57212410675,France,F,1
707,55,15,60013.08298449956,2,0,1,95699.06722579911,France,F,0
450,71,4,60322.30861279723,2,1,1,62662.55502376649,France,H,1
826,64,14,90536.8408904036,1,1,1,14892.82005746624,Espagne,F,1
496,28,4,98762.4215221992,2,1,0,17673.251543608407,France,H,1
401,21,11,49271.20356976389,2,0,1,26816.43643969835,Espagne,H,0
566,40,14,65780.88426253104,1,0,1,26119.89976431522,France,F,0
326,74,1,59386.96164571597,3,0,0,75406.33757051559,Espagne,F,1
400,47,0,42311.5597687228,4,1,0,37557.92033258277,France,F,1
584,52,7,39230.760716394914,3,1,1,69149.07964410057,Espagne,F,0
738,48,18,66205.56367196464,2,1,0,36402.39794707998,France,F,0
680,37,15,63849.022829488444,2,0,0,85086.86706745467,Allemagne,H,1
772,29,5,39869.412204988286,3,1,0,23850.140629232843,Allemagne,F,1
424,39,4,106758.03098322387,1,1,0,63386.59970481967,France,H,1
571,47,15,36250.18101678374,3,0,0,45721.71792556431,Allemagne,F,0
441,73,6,66504.47677458214,4,0,0,85583.439759418,France,H,1
779,71,3,72957.69189987444,2,1,1,28459.91325517351,Allemagne,F,0
780,47,6,53691.16531549086,3,1,0,86169.18601292917,France,F,1
416,66,19,12084.228927706528,1,0,0,66719.84114881163,France,F,1
349,50,12,44923.00239658317,4,0,1,61942.75410948778,France,H,0
498,21,8,107614.27822457487,1,0,0,69116.7408972308,France,F,1
408,21,6,69855.73436682054,1,0,1,83601.16418454472,Espagne,F,1
637,48,10,77945.219564024,4,0,1,48437.26264940038,Espagne,H,0
421,58,14,54359.84086640358,4,0,1,80419.91068486453,Allemagne,F,0
809,25,15,96872.43778615234,3,0,0,59862.7210174,Allemagne,H,1
488,30,11,63998.18112718909,3,1,1,66845.6671936976,Espagne,H,0
547,27,15,106245.16324029981,4,0,1,31745.062967543243,Espagne,H,0
681,46,19,24764.69320753393,4,0,0,76115.42398746793,France,H,1
657,27,1,39906.078821484785,3,0,1,58190.05518353219,France,F,0
515,72,13,125945.73231464275,4,1,0,38781.060133697756,Espagne,H,1
505,43,16,40233.300498628654,4,0,1,62706.25425700709,Allemagne,H,0
591,62,2,42762.756247546306,3,1,0,24614.882483459107,France,H,1
377,20,3,57945.161133108144,4,0,1,11018.547270642943,Allemagne,H,0
674,28,11,76203.97238829665,4,0,1,61861.9457850064,France,F,0
478,73,13,74963.25222480309,3,1,0,54024.616557435475,Espagne,H,1
809,36,0,59667.4454399831,1,1,0,67949.78902756472,France,H,1
561,41,10,55398.686780460135,3,1,0,79444.95313550218,France,F,0
383,59,16,66859.45996840412,2,1,1,51556.066930431196,France,F,0
474,26,3,69532.17519403384,2,0,1,44011.5719687186,France,H,0
361,27,16,58769.308778645696,4,0,0,32013.222455272633,France,F,1
407,40,7,28811.938995138236,3,0,0,76312.58359576084,France,H,1
678,40,9,74035.30824266955,2,0,1,78520.69257223248,Allemagne,F,0
631,30,5,64639.78508207903,3,1,1,77509.91906087307,France,F,0
328,31,18,79995.12442134612,2,0,1,51845.65444715222,France,F,0
733,66,12,42587.900094812954,3,1,1,54204.799131090935,Espagne,H,0
398,55,5,107285.08899198554,3,1,1,46478.064378152834,France,H,0
760,44,15,126609.79384326568,2,1,1,92820.38813272194,France,H,0
437,57,19,65742.59914959499,2,0,0,23109.206350162844,Espagne,H,1
382,30,5,26433.781135014302,3,1,0,62419.673474156385,Allemagne,H,1
793,74,15,74272.34167443428,1,1,0,27608.817451143488,France,H,1
631,60,3,78687.99150505246,3,0,0,75726.97527877917,Espagne,F,0
517,53,15,695.6876125556591,3,0,1,58720.97226443961,Espagne,H,0
762,46,0,79098.4510654087,4,1,0,56441.55768033745,Allemagne,H,1
526,55,11,59690.038492081,1,0,0,88422.09189429815,France,F,1
492,35,12,42069.75161127884,2,0,0,72493.3335455115,Allemagne,F,1
663,27,19,66591.86996435533,2,1,0,59510.50315584178,France,F,1
598,56,11,25419.217614639856,4,1,0,42786.22739763214,France,H,1
530,69,5,86449.06731891017,2,1,1,102603.69312802685,France,F,0
555,50,17,101706.20364449319,4,0,1,90047.12131292172,Espagne,H,0
641,57,2,51307.29382097664,2,1,0,53821.39742608189,France,F,1
371,39,12,63069.34853050167,2,0,1,43677.044386436595,France,H,0
475,63,2,53228.27649022194,1,1,1,24508.357673215756,France,H,1
736,59,16,61360.72940451324,3,0,1,41099.99004497074,Espagne,H,0
360,23,1,5849.287697724285,2,1,0,67737.25606376052,Espagne,H,1
663,44,3,70166.63547561824,3,1,0,37150.36708626317,France,H,0
721,47,2,31815.62848989944,1,1,0,93491.12206398591,Allemagne,F,1
827,65,10,19694.672420477145,4,1,1,24443.701437201667,France,F,0
303,44,0,56379.721066626385,1,1,1,36638.298572751766,France,H,1
386,62,2,37551.707118889666,3,1,1,48447.03675316858,Espagne,H,1
816,61,7,30807.945369210676,4,1,0,50929.96980290695,Allemagne,H,1
774,43,4,68906.27924793538,2,1,1,69631.59657399655,France,H,0
707,40,19,124443.68182641451,1,0,1,52021.05686336818,France,H,0
602,69,14,96209.64815966383,4,1,0,79043.29263358479,Allemagne,H,1
811,18,2,23474.207991908726,3,0,0,42825.31887676261,Allemagne,F,1
343,64,6,20906.093750727698,2,0,1,49817.158741950974,France,H,1
327,50,14,53708.05165120364,1,1,1,24957.343489273248,Espagne,F,1
327,74,9,37725.754843485265,4,1,0,47527.85071754171,Allemagne,H,1
793,52,7,40450.76624059153,4,0,0,33805.07332020775,France,H,0
303,66,12,55813.101920457964,3,1,1,49228.98362088873,France,F,1
346,70,13,23549.02542665614,3,1,0,92367.6206010023,Espagne,F,1
423,40,12,34151.58544817249,1,0,0,43391.470400847305,Espagne,H,1
403,25,16,46753.53490727791,3,0,0,56041.20373877075,Espagne,H,1
563,65,14,124436.87860815306,2,0,0,65265.2833236009,Espagne,H,1
605,50,11,73096.57572102381,3,1,0,52715.12602350062,Allemagne,F,1
699,58,9,39007.179870701715,3,0,1,44388.74563273879,France,F,0
617,73,1,83339.08186728426,3,1,0,39514.70261593816,Allemagne,H,1
483,60,19,106272.65466286027,4,0,0,37836.51607223893,France,H,1
482,57,5,46230.68084004518,2,0,0,49325.773612464014,France,H,1
827,43,5,88792.8578240436,4,0,1,54179.33233332398,France,F,0
685,49,11,109609.30521883654,2,1,0,49006.25465980768,France,H,0
396,65,0,24650.80486249301,1,0,1,50530.44971890852,Allemagne,F,1
566,28,3,68752.03935856899,1,0,0,21106.55974506487,Espagne,F,1
401,47,5,78424.48292525459,1,0,1,67234.37789582052,France,H,1
358,62,4,43629.930530259706,2,0,0,25500.084538287352,Espagne,F,1
749,19,11,51171.22256688832,1,1,1,25735.379395147935,France,H,0
625,42,4,117572.69458124609,1,0,1,82900.26323190941,Espagne,H,0
439,49,11,17514.20828366191,1,1,1,27579.41948794856,France,F,1
513,69,0,58838.49095371238,3,0,0,18938.362069937044,Espagne,F,1
518,48,2,35843.605560936565,3,0,1,78160.30602377723,Espagne,H,0
413,62,3,36318.54133341551,1,1,0,79370.55906242656,Allemagne,F,1
631,48,19,95948.16721453349,3,0,0,20413.15306786703,France,H,1
739,56,0,90889.14140483885,2,0,1,82026.98318177223,France,H,0
514,63,4,43871.77504342698,1,0,0,56650.491089504794,France,F,1
510,21,15,65065.18772076285,2,1,0,57605.00596237226,France,F,1
360,56,14,69412.91716587424,1,1,1,74035.68113472141,Espagne,H,1
378,41,15,51052.596047524166,4,1,0,47054.89486516751,France,F,1
362,57,0,19511.890905453933,1,1,0,80243.43573887796,France,H,1
660,69,9,25754.110417129537,3,0,0,41667.19273637033,France,H,1
515,69,3,82741.72011899296,1,0,1,78096.98846724062,Espagne,H,1
300,45,2,63990.01331764829,1,1,0,50930.13282145521,Espagne,H,1
345,23,9,90834.04775049188,1,0,0,37242.30036980906,France,F,1
760,51,18,60764.75120024383,1,1,1,16973.968107882574,France,H,0
667,47,11,31061.675188394707,1,0,0,69910.32459285286,France,H,1
497,36,19,59853.50154865345,3,1,0,40099.05853829034,France,H,1
